kk;pv;h;;"Ulkoilma
lämpöt.
°C";"Ulkoilma
absol.
kosteus
g/kg";"Ulkoilma
suht.
kosteus
%";"Ulkoilma
entalpia
kJ/kg";"Lämmitys
tiloissa
W";"Lämmitys
IV-kone
W";"Lämmitys
IV-kone
(ei LTO:ta)
W";"Jäähdytys
tiloissa
W";"Jäähdytys
tiloissa
(ei vapaajäähd.)
W";"Jäähdytys
IV-kone
W";"Puhallin-
sähkö
W";"Tuloilma-
virta
m³/s";IV-pyörimisnopeus
1;13;1;la;-22,8;0,4;67,8;-21,953;76419;0;0;0;0;0;792;0,6;50
1;13;2;la;-21,7;0,5;76,7;-20,6;74927;0;0;0;0;0;792;0,6;50
1;13;3;la;-20;0,5;66;-18,888;72836;0;0;0;0;0;792;0,6;50
1;13;4;la;-19,4;0,6;75,1;-18,037;71786;0;0;0;0;0;792;0,6;50
1;13;5;la;-18,3;0,6;68,2;-16,93;70274;0;0;0;0;0;792;0,6;50
1;13;6;la;-17,8;0,7;76,3;-16,179;69252;0;0;0;0;0;792;0,6;50
1;13;7;la;-17,8;0,7;76,3;-16,179;69181;0;0;0;0;0;792;0,6;50
1;13;8;la;-17,8;0,7;76,3;-16,179;69078;0;0;0;0;0;792;0,6;50
1;13;9;la;-17,8;0,7;76,3;-16,179;69089;0;0;0;0;0;792;0,6;50
1;13;10;la;-17,2;0,7;72,4;-15,575;68268;0;0;0;0;0;792;0,6;50
1;13;11;la;-16,7;0,8;79,3;-14,824;67353;0;0;0;0;0;792;0,6;50
1;13;12;la;-17,2;0,7;72,4;-15,575;67883;0;0;0;0;0;792;0,6;50
1;13;13;la;-18,9;0,6;71,9;-17,534;69822;0;0;0;0;0;792;0,6;50
1;13;14;la;-20,6;0,5;69,6;-19,492;71975;0;0;0;0;0;792;0,6;50
1;13;15;la;-22,8;0,4;67,8;-21,953;75080;0;0;0;0;0;792;0,6;50
1;13;16;la;-24,4;0,3;58,8;-23,81;77646;0;0;0;0;0;792;0,6;50
1;13;17;la;-26,1;0,3;68,8;-25,521;80122;0;0;0;0;0;792;0,6;50
1;13;18;la;-27,8;0,2;53,9;-27,477;82693;0;0;0;0;0;792;0,6;50
1;13;19;la;-28,3;0,2;56,5;-27,98;83857;0;0;0;0;0;792;0,6;50
1;13;20;la;-28,9;0,2;59,9;-28,584;84869;0;0;0;0;0;792;0,6;50
1;13;21;la;-29,4;0,2;62,8;-29,087;85912;0;0;0;0;0;792;0,6;50
1;13;22;la;-30;0,2;66,6;-29,691;86981;0;0;0;0;0;792;0,6;50
1;13;23;la;-27,8;0,2;53,9;-27,477;84408;0;0;0;0;0;792;0,6;50
1;13;24;la;-25,6;0,3;65,7;-25,018;81307;0;0;0;0;0;792;0,6;50
1;14;1;su;-24,4;0,3;58,8;-23,81;79672;0;0;0;0;0;792;0,6;50
1;14;2;su;-23,9;0,4;74,9;-23,061;78896;0;0;0;0;0;792;0,6;50
1;14;3;su;-22,8;0,4;67,8;-21,953;77475;0;0;0;0;0;792;0,6;50
1;14;4;su;-22,8;0,4;67,8;-21,953;77382;0;0;0;0;0;792;0,6;50
1;14;5;su;-22,2;0,4;64,2;-21,349;76712;0;0;0;0;0;792;0,6;50
1;14;6;su;-22,2;0,4;64,2;-21,349;76656;0;0;0;0;0;792;0,6;50
1;14;7;su;-21,7;0,4;61,4;-20,846;75798;0;0;0;0;0;792;0,6;50
1;14;8;su;-21,7;0,5;76,7;-20,6;75674;0;0;0;0;0;792;0,6;50
1;14;9;su;-21,1;0,5;72,7;-19,996;74806;0;0;0;0;0;792;0,6;50
1;14;10;su;-20,6;0,5;69,6;-19,492;73948;0;0;0;0;0;792;0,6;50
1;14;11;su;-20,6;0,5;69,6;-19,492;73791;0;0;0;0;0;792;0,6;50
1;14;12;su;-20;0,6;79,2;-18,642;72979;0;0;0;0;0;792;0,6;50
1;14;13;su;-18,9;0,6;71,9;-17,534;71414;0;0;0;0;0;792;0,6;50
1;14;14;su;-18,3;0,6;68,2;-16,93;70369;0;0;0;0;0;792;0,6;50
1;14;15;su;-17,8;0,7;76,3;-16,179;69591;0;0;0;0;0;792;0,6;50
1;14;16;su;-16,7;0,8;79,3;-14,824;68136;0;0;0;0;0;792;0,6;50
1;14;17;su;-15,6;0,8;72,2;-13,716;66524;0;0;0;0;0;792;0,6;50
1;14;18;su;-14,4;0,9;73,4;-12,259;78872;0;0;0;0;0;1352;0,9;75
1;14;19;su;-13,9;1;78,3;-11,508;77555;0;0;0;0;0;1352;0,9;75
1;14;20;su;-12,8;1,1;78,6;-10,152;75366;0;0;0;0;0;1352;0,9;75
1;14;21;su;-11,7;1,2;78,3;-8,795;73058;0;0;0;0;0;1352;0,9;75
1;14;22;su;-11,7;1,2;78,3;-8,795;72599;0;0;0;0;0;1352;0,9;75
1;14;23;su;-11,1;1,3;80,8;-7,942;71401;0;0;0;0;0;1352;0,9;75
1;14;24;su;-10,6;1,4;83,5;-7,19;70101;0;0;0;0;0;1352;0,9;75
1;15;1;ma;-10;1,4;79,6;-6,584;68686;0;0;0;0;0;1352;0,9;75
1;15;2;ma;-10;1,5;85,3;-6,336;68211;0;0;0;0;0;1352;0,9;75
1;15;3;ma;-9,4;1,5;81,3;-5,731;66880;0;0;0;0;0;1352;0,9;75
1;15;4;ma;-9,4;1,6;86,7;-5,483;66437;0;0;0;0;0;1352;0,9;75
1;15;5;ma;-8,9;1,7;88,5;-4,73;65205;0;0;0;0;0;1352;0,9;75
1;15;6;ma;-8,3;1,7;84,4;-4,124;63898;0;0;0;0;0;1352;0,9;75
1;15;7;ma;-7,8;1,8;85,9;-3,371;62516;0;0;0;0;0;1352;0,9;75
1;15;8;ma;-7,2;1,9;86,5;-2,517;61126;0;0;0;0;0;1352;0,9;75
1;15;9;ma;-6,7;2;87,5;-1,763;59774;0;0;0;0;0;1352;0,9;75
1;15;10;ma;-6,1;2,2;91,9;-0,659;58421;0;0;0;0;0;1352;0,9;75
1;15;11;ma;-5,6;2,3;92,4;0,095;57071;0;0;0;0;0;1352;0,9;75
1;15;12;ma;-5;2,4;92;0,95;55721;0;0;0;0;0;1352;0,9;75
1;15;13;ma;-4,4;2,6;95,2;2,055;54262;0;0;0;0;0;1352;0,9;75
1;15;14;ma;-3,9;2,7;95,2;2,81;52834;0;0;0;0;0;1352;0,9;75
1;15;15;ma;-3,3;2,9;97,6;3,915;51493;0;0;0;0;0;1352;0,9;75
1;15;16;ma;-2,2;3,1;96,1;5,527;49402;0;0;0;0;0;1352;0,9;75
1;15;17;ma;-1,7;3,3;98,5;6,533;47986;0;0;0;0;0;1352;0,9;75
1;15;18;ma;-0,6;3,6;99;8,396;45738;0;0;0;0;0;1352;0,9;75
1;15;19;ma;-0,6;3,6;99;8,396;45227;0;0;0;0;0;1352;0,9;75
1;15;20;ma;0;3,8;99,9;9,504;43916;0;0;0;0;0;1352;0,9;75
1;15;21;ma;-0,6;3,7;100;8,646;44367;0;0;0;0;0;1352;0,9;75
1;15;22;ma;-0,6;3,7;100;8,646;44032;0;0;0;0;0;1352;0,9;75
1;15;23;ma;0;3,8;99,9;9,504;42765;0;0;0;0;0;1352;0,9;75
1;15;24;ma;0;3,8;99,9;9,504;42358;0;0;0;0;0;1352;0,9;75
1;16;1;ti;0;3,9;100;9,754;42001;0;0;0;0;0;1352;0,9;75
1;16;2;ti;0,6;3,9;98,1;10,362;40750;0;0;0;0;0;1352;0,9;75
1;16;3;ti;0,6;3,9;98,1;10,362;40360;0;0;0;0;0;1352;0,9;75
1;16;4;ti;0,6;3,9;98,1;10,362;40019;0;0;0;0;0;1352;0,9;75
1;16;5;ti;0,6;3,9;98,1;10,362;39686;0;0;0;0;0;1352;0,9;75
1;16;6;ti;0,6;3,9;98,1;10,362;39377;0;0;0;0;0;1352;0,9;75
1;16;7;ti;0,6;3,9;98,1;10,362;39083;0;0;0;0;0;1352;0,9;75
1;16;8;ti;0;3,9;100;9,754;39709;0;0;0;0;0;1352;0,9;75
1;16;9;ti;0;3,9;100;9,754;39508;0;0;0;0;0;1352;0,9;75
1;16;10;ti;0;3,9;100;9,754;39273;0;0;0;0;0;1352;0,9;75
1;16;11;ti;0;3,8;99,9;9,504;39057;0;0;0;0;0;1352;0,9;75
1;16;12;ti;0;3,8;99,9;9,504;38852;0;0;0;0;0;1352;0,9;75
1;16;13;ti;0;3,8;99,9;9,504;38552;0;0;0;0;0;1352;0,9;75
1;16;14;ti;0;3,8;99,9;9,504;38330;0;0;0;0;0;1352;0,9;75
1;16;15;ti;0;3,8;99,9;9,504;38167;0;0;0;0;0;1352;0,9;75
1;16;16;ti;0;3,8;99,9;9,504;38083;0;0;0;0;0;1352;0,9;75
1;16;17;ti;0;3,8;99,9;9,504;37957;0;0;0;0;0;1352;0,9;75
1;16;18;ti;0;3,8;99,9;9,504;37849;0;0;0;0;0;1352;0,9;75
1;16;19;ti;0;3,8;99,9;9,504;37730;0;0;0;0;0;1352;0,9;75
1;16;20;ti;0;3,8;99,9;9,504;37616;0;0;0;0;0;1352;0,9;75
1;16;21;ti;0;3,7;97,3;9,254;37508;0;0;0;0;0;1352;0,9;75
1;16;22;ti;0,6;3,8;95,6;10,112;36469;0;0;0;0;0;1352;0,9;75
1;16;23;ti;0;3,6;94,7;9,004;37200;0;0;0;0;0;1352;0,9;75
1;16;24;ti;-0,6;3,5;96,2;8,146;38038;0;0;0;0;0;1352;0,9;75
1;17;1;ke;-0,6;3,5;96,2;8,146;38001;0;0;0;0;0;1352;0,9;75
1;17;2;ke;-0,6;3,6;99;8,396;37936;0;0;0;0;0;1352;0,9;75
1;17;3;ke;-0,6;3,6;99;8,396;37882;0;0;0;0;0;1352;0,9;75
1;17;4;ke;-0,6;3,5;96,2;8,146;37810;0;0;0;0;0;1352;0,9;75
1;17;5;ke;-0,6;3,5;96,2;8,146;37737;0;0;0;0;0;1352;0,9;75
1;17;6;ke;-0,6;3,5;96,2;8,146;37682;0;0;0;0;0;1352;0,9;75
1;17;7;ke;-0,6;3,5;96,2;8,146;37632;0;0;0;0;0;1352;0,9;75
1;17;8;ke;-0,6;3,6;99;8,396;37603;0;0;0;0;0;1352;0,9;75
1;17;9;ke;-0,6;3,6;99;8,396;37580;0;0;0;0;0;1352;0,9;75
1;17;10;ke;-0,6;3,5;96,2;8,146;37516;0;0;0;0;0;1352;0,9;75
1;17;11;ke;-1,1;3,4;97;7,39;38365;0;0;0;0;0;1352;0,9;75
1;17;12;ke;-1,1;3,4;97;7,39;38364;0;0;0;0;0;1352;0,9;75
1;17;13;ke;-0,6;3,4;93,5;7,896;37364;0;0;0;0;0;1352;0,9;75
1;17;14;ke;-0,6;3,5;96,2;8,146;37251;0;0;0;0;0;1352;0,9;75
1;17;15;ke;-0,6;3,6;99;8,396;37055;0;0;0;0;0;1352;0,9;75
1;17;16;ke;-0,6;3,4;93,5;7,896;37225;0;0;0;0;0;1352;0,9;75
1;17;17;ke;-1,1;3,3;94,2;7,14;38163;0;0;0;0;0;1352;0,9;75
1;17;18;ke;-1,7;3,2;95,5;6,283;39171;0;0;0;0;0;1352;0,9;75
1;17;19;ke;-1,7;3,2;95,5;6,283;39221;0;0;0;0;0;1352;0,9;75
1;17;20;ke;-1,7;3,3;98,5;6,533;39201;0;0;0;0;0;1352;0,9;75
1;17;21;ke;-1,1;3,4;97;7,39;38256;0;0;0;0;0;1352;0,9;75
1;17;22;ke;-1,1;3,5;99,9;7,64;38221;0;0;0;0;0;1352;0,9;75
1;17;23;ke;-0,6;3,5;96,2;8,146;37317;0;0;0;0;0;1352;0,9;75
1;17;24;ke;-0,6;3,6;99;8,396;37275;0;0;0;0;0;1352;0,9;75
1;18;1;to;0;3,6;94,7;9,004;36344;0;0;0;0;0;1352;0,9;75
1;18;2;to;-0,6;3,6;99;8,396;37173;0;0;0;0;0;1352;0,9;75
1;18;3;to;-0,6;3,5;96,2;8,146;37189;0;0;0;0;0;1352;0,9;75
1;18;4;to;-1,1;3,3;94,2;7,14;38099;0;0;0;0;0;1352;0,9;75
1;18;5;to;-1,7;3,1;92,5;6,033;39060;0;0;0;0;0;1352;0,9;75
1;18;6;to;-2,2;2,9;89,9;5,028;40071;0;0;0;0;0;1352;0,9;75
1;18;7;to;-2,8;2,8;90,8;4,171;40960;0;0;0;0;0;1352;0,9;75
1;18;8;to;-3,3;2,7;90,9;3,416;41980;0;0;0;0;0;1352;0,9;75
1;18;9;to;-3,9;2,6;91,7;2,56;43020;0;0;0;0;0;1352;0,9;75
1;18;10;to;-4,4;2,4;87,9;1,556;44075;0;0;0;0;0;1352;0,9;75
1;18;11;to;-5;2,3;88,2;0,701;45189;0;0;0;0;0;1352;0,9;75
1;18;12;to;-5,6;2,1;84,4;-0,403;46300;0;0;0;0;0;1352;0,9;75
1;18;13;to;-7,2;1,8;82;-2,765;49111;0;0;0;0;0;1352;0,9;75
1;18;14;to;-8,3;1,6;79,4;-4,373;51190;0;0;0;0;0;1352;0,9;75
1;18;15;to;-10;1,4;79,6;-6,584;54140;0;0;0;0;0;1352;0,9;75
1;18;16;to;-11,1;1,3;80,8;-7,942;56689;0;0;0;0;0;1352;0,9;75
1;18;17;to;-12,2;1,2;81,6;-9,299;58997;0;0;0;0;0;1352;0,9;75
1;18;18;to;-13,3;1,1;81,9;-10,656;61426;0;0;0;0;0;1352;0,9;75
1;18;19;to;-12,8;1,1;78,6;-10,152;61024;0;0;0;0;0;1352;0,9;75
1;18;20;to;-12,8;1,1;78,6;-10,152;61353;0;0;0;0;0;1352;0,9;75
1;18;21;to;-12,2;1,2;81,6;-9,299;60825;0;0;0;0;0;1352;0,9;75
1;18;22;to;-13,3;1,1;81,9;-10,656;62908;0;0;0;0;0;1352;0,9;75
1;18;23;to;-13,9;1;78,3;-11,508;64314;0;0;0;0;0;1352;0,9;75
1;18;24;to;-14,4;0,9;73,4;-12,259;65698;0;0;0;0;0;1352;0,9;75
1;19;1;pe;-16,1;0,8;75,3;-14,22;54409;0;0;0;0;0;792;0,6;50
1;19;2;pe;-17,2;0,7;72,4;-15,575;56428;0;0;0;0;0;792;0,6;50
1;19;3;pe;-15;0,9;77,2;-12,864;54073;0;0;0;0;0;792;0,6;50
1;19;4;pe;-13,9;1;78,3;-11,508;66419;0;0;0;0;0;1352;0,9;75
1;19;5;pe;-13,3;1,1;81,9;-10,656;65603;0;0;0;0;0;1352;0,9;75
1;19;6;pe;-12,2;1,2;81,6;-9,299;63919;0;0;0;0;0;1352;0,9;75
1;19;7;pe;-10,6;1,4;83,5;-7,19;61176;0;0;0;0;0;1352;0,9;75
1;19;8;pe;-8,9;1,6;83,3;-4,978;58305;0;0;0;0;0;1352;0,9;75
1;19;9;pe;-7,8;1,8;85,9;-3,371;56343;0;0;0;0;0;1352;0,9;75
1;19;10;pe;-7,2;1,9;86,5;-2,517;55411;0;0;0;0;0;1352;0,9;75
1;19;11;pe;-7,8;1,7;81,1;-3,62;56361;0;0;0;0;0;1352;0,9;75
1;19;12;pe;-8,3;1,6;79,4;-4,373;57374;0;0;0;0;0;1352;0,9;75
1;19;13;pe;-9,4;1,5;81,3;-5,731;59102;0;0;0;0;0;1352;0,9;75
1;19;14;pe;-10,6;1,3;77,6;-7,438;60949;0;0;0;0;0;1352;0,9;75
1;19;15;pe;-11,7;1,2;78,3;-8,795;63076;0;0;0;0;0;1352;0,9;75
1;19;16;pe;-10,6;1,3;77,6;-7,438;61573;0;0;0;0;0;1352;0,9;75
1;19;17;pe;-9,4;1,5;81,3;-5,731;59600;0;0;0;0;0;1352;0,9;75
1;19;18;pe;-8,9;1,6;83,3;-4,978;58590;0;0;0;0;0;1352;0,9;75
1;19;19;pe;-8,3;1,7;84,4;-4,124;57606;0;0;0;0;0;1352;0,9;75
1;19;20;pe;-7,8;1,7;81,1;-3,62;56639;0;0;0;0;0;1352;0,9;75
1;19;21;pe;-7,8;1,7;81,1;-3,62;56585;0;0;0;0;0;1352;0,9;75
1;19;22;pe;-7,8;1,7;81,1;-3,62;56479;0;0;0;0;0;1352;0,9;75
1;19;23;pe;-10;1,4;79,6;-6,584;60136;0;0;0;0;0;1352;0,9;75
1;19;24;pe;-11,7;1,2;78,3;-8,795;63219;0;0;0;0;0;1352;0,9;75
1;20;1;la;-11,7;1,2;78,3;-8,795;63463;0;0;0;0;0;1352;0,9;75
1;20;2;la;-11,7;1,2;78,3;-8,795;63454;0;0;0;0;0;1352;0,9;75
1;20;3;la;-11,7;1,2;78,3;-8,795;63512;0;0;0;0;0;1352;0,9;75
1;20;4;la;-11,1;1,3;80,8;-7,942;62644;0;0;0;0;0;1352;0,9;75
1;20;5;la;-10;1,4;79,6;-6,584;60815;0;0;0;0;0;1352;0,9;75
1;20;6;la;-9,4;1,5;81,3;-5,731;59817;0;0;0;0;0;1352;0,9;75
1;20;7;la;-11,1;1,3;80,8;-7,942;62525;0;0;0;0;0;1352;0,9;75
1;20;8;la;-12,2;1,1;74,8;-9,547;64643;0;0;0;0;0;1352;0,9;75
1;20;9;la;-13,9;1;78,3;-11,508;67694;0;0;0;0;0;1352;0,9;75
1;20;10;la;-16,1;0,7;65,9;-14,467;57233;0;0;0;0;0;792;0,6;50
1;20;11;la;-18,3;0,6;68,2;-16,93;60521;0;0;0;0;0;792;0,6;50
1;20;12;la;-21,1;0,4;58,2;-20,242;64325;0;0;0;0;0;792;0,6;50
1;20;13;la;-22,2;0,4;64,2;-21,349;66271;0;0;0;0;0;792;0,6;50
1;20;14;la;-23,3;0,3;53,2;-22,702;67780;0;0;0;0;0;792;0,6;50
1;20;15;la;-25;0,3;62,1;-24,414;70724;0;0;0;0;0;792;0,6;50
1;20;16;la;-26,1;0,3;68,8;-25,521;73248;0;0;0;0;0;792;0,6;50
1;20;17;la;-27,8;0,2;53,9;-27,477;76133;0;0;0;0;0;792;0,6;50
1;20;18;la;-28,9;0,2;59,9;-28,584;78431;0;0;0;0;0;792;0,6;50
1;20;19;la;-29,4;0,2;62,8;-29,087;79936;0;0;0;0;0;792;0,6;50
1;20;20;la;-30,6;0,2;70,5;-30,295;82099;0;0;0;0;0;792;0,6;50
1;20;21;la;-31,1;0,2;74,1;-30,798;83651;0;0;0;0;0;792;0,6;50
1;20;22;la;-31,1;0,2;74,1;-30,798;84371;0;0;0;0;0;792;0,6;50
1;20;23;la;-26,7;0,3;72,8;-26,125;79149;0;0;0;0;0;792;0,6;50
1;20;24;la;-22,2;0,4;64,2;-21,349;73097;0;0;0;0;0;792;0,6;50
1;21;1;su;-21,1;0,5;72,7;-19,996;71365;0;0;0;0;0;792;0,6;50
1;21;2;su;-20,6;0,5;69,6;-19,492;70801;0;0;0;0;0;792;0,6;50
1;21;3;su;-20;0,5;66;-18,888;70256;0;0;0;0;0;792;0,6;50
1;21;4;su;-20,6;0,5;69,6;-19,492;70931;0;0;0;0;0;792;0,6;50
1;21;5;su;-21,1;0,5;72,7;-19,996;71767;0;0;0;0;0;792;0,6;50
1;21;6;su;-21,7;0,4;61,4;-20,846;72566;0;0;0;0;0;792;0,6;50
1;21;7;su;-22,2;0,4;64,2;-21,349;73601;0;0;0;0;0;792;0,6;50
1;21;8;su;-22,2;0,4;64,2;-21,349;73796;0;0;0;0;0;792;0,6;50
1;21;9;su;-22,8;0,4;67,8;-21,953;74753;0;0;0;0;0;792;0,6;50
1;21;10;su;-22,2;0,4;64,2;-21,349;74237;0;0;0;0;0;792;0,6;50
1;21;11;su;-21,7;0,5;76,7;-20,6;73533;0;0;0;0;0;792;0,6;50
1;21;12;su;-20,6;0,5;69,6;-19,492;71986;0;0;0;0;0;792;0,6;50
1;21;13;su;-18,9;0,6;71,9;-17,534;69529;0;0;0;0;0;792;0,6;50
1;21;14;su;-16,7;0,7;69,4;-15,071;66355;0;0;0;0;0;792;0,6;50
1;21;15;su;-15;0,9;77,2;-12,864;63998;0;0;0;0;0;792;0,6;50
1;21;16;su;-14,4;1;81,6;-12,012;77109;0;0;0;0;0;1352;0,9;75
1;21;17;su;-13,3;1;74,5;-10,903;75073;0;0;0;0;0;1352;0,9;75
1;21;18;su;-12,8;1,1;78,6;-10,152;73871;0;0;0;0;0;1352;0,9;75
1;21;19;su;-11,7;1,3;84,8;-8,547;71716;0;0;0;0;0;1352;0,9;75
1;21;20;su;-10;1,4;79,6;-6,584;68502;0;0;0;0;0;1352;0,9;75
1;21;21;su;-10;1,4;79,6;-6,584;67991;0;0;0;0;0;1352;0,9;75
1;21;22;su;-10,6;1,4;83,5;-7,19;68641;0;0;0;0;0;1352;0,9;75
1;21;23;su;-10;1,4;79,6;-6,584;67524;0;0;0;0;0;1352;0,9;75
1;21;24;su;-9,4;1,4;75,9;-5,979;66233;0;0;0;0;0;1352;0,9;75
1;22;1;ma;-9,4;1,4;75,9;-5,979;65855;0;0;0;0;0;1352;0,9;75
1;22;2;ma;-9,4;1,4;75,9;-5,979;65558;0;0;0;0;0;1352;0,9;75
1;22;3;ma;-9,4;1,4;75,9;-5,979;65269;0;0;0;0;0;1352;0,9;75
1;22;4;ma;-8,9;1,5;78,1;-5,227;64048;0;0;0;0;0;1352;0,9;75
1;22;5;ma;-8,3;1,5;74,5;-4,621;62771;0;0;0;0;0;1352;0,9;75
1;22;6;ma;-7,8;1,5;71,6;-4,117;61493;0;0;0;0;0;1352;0,9;75
1;22;7;ma;-7,2;1,6;72,9;-3,263;60199;0;0;0;0;0;1352;0,9;75
1;22;8;ma;-7,2;1,7;77,4;-3,014;59835;0;0;0;0;0;1352;0,9;75
1;22;9;ma;-6,7;1,8;78,8;-2,261;58615;0;0;0;0;0;1352;0,9;75
1;22;10;ma;-6,1;2;83,6;-1,157;57306;0;0;0;0;0;1352;0,9;75
1;22;11;ma;-5;2,1;80,6;0,203;55064;0;0;0;0;0;1352;0,9;75
1;22;12;ma;-4,4;2,3;84,3;1,307;53657;0;0;0;0;0;1352;0,9;75
1;22;13;ma;-4,4;2,3;84,3;1,307;53161;0;0;0;0;0;1352;0,9;75
1;22;14;ma;-3,9;2,4;84,6;2,062;51869;0;0;0;0;0;1352;0,9;75
1;22;15;ma;-3,9;2,5;88,1;2,311;51474;0;0;0;0;0;1352;0,9;75
1;22;16;ma;-3,9;2,5;88,1;2,311;51215;0;0;0;0;0;1352;0,9;75
1;22;17;ma;-3,9;2,4;84,6;2,062;50874;0;0;0;0;0;1352;0,9;75
1;22;18;ma;-3,9;2,4;84,6;2,062;50541;0;0;0;0;0;1352;0,9;75
1;22;19;ma;-3,3;2,5;84,2;2,917;49325;0;0;0;0;0;1352;0,9;75
1;22;20;ma;-3,3;2,6;87,6;3,167;48973;0;0;0;0;0;1352;0,9;75
1;22;21;ma;-3,3;2,5;84,2;2,917;48698;0;0;0;0;0;1352;0,9;75
1;22;22;ma;-3,3;2,6;87,6;3,167;48433;0;0;0;0;0;1352;0,9;75
1;22;23;ma;-3,3;2,6;87,6;3,167;48183;0;0;0;0;0;1352;0,9;75
1;22;24;ma;-2,8;2,7;87,6;3,922;47026;0;0;0;0;0;1352;0,9;75
1;23;1;ti;-2,2;2,9;89,9;5,028;45907;0;0;0;0;0;1352;0,9;75
1;23;2;ti;-1,7;3;89,6;5,783;44674;0;0;0;0;0;1352;0,9;75
1;23;3;ti;-1,7;3;89,6;5,783;44370;0;0;0;0;0;1352;0,9;75
1;23;4;ti;-2,2;2,9;89,9;5,028;45062;0;0;0;0;0;1352;0,9;75
1;23;5;ti;-2,8;2,7;87,6;3,922;45837;0;0;0;0;0;1352;0,9;75
1;23;6;ti;-3,3;2,6;87,6;3,167;46537;0;0;0;0;0;1352;0,9;75
1;23;7;ti;-3,3;2,6;87,6;3,167;46419;0;0;0;0;0;1352;0,9;75
1;23;8;ti;-2,8;2,6;84,3;3,672;45333;0;0;0;0;0;1352;0,9;75
1;23;9;ti;-2,8;2,6;84,3;3,672;45142;0;0;0;0;0;1352;0,9;75
1;23;10;ti;-2,8;2,6;84,3;3,672;44978;0;0;0;0;0;1352;0,9;75
1;23;11;ti;-2,8;2,6;84,3;3,672;44841;0;0;0;0;0;1352;0,9;75
1;23;12;ti;-3,3;2,5;84,2;2,917;45529;0;0;0;0;0;1352;0,9;75
1;23;13;ti;-3,9;2,4;84,6;2,062;46066;0;0;0;0;0;1352;0,9;75
1;23;14;ti;-4,4;2,3;84,3;1,307;46581;0;0;0;0;0;1352;0,9;75
1;23;15;ti;-5;2,2;84,4;0,452;47424;0;0;0;0;0;1352;0,9;75
1;23;16;ti;-5,6;2,2;88,4;-0,154;48601;0;0;0;0;0;1352;0,9;75
1;23;17;ti;-5,6;2,2;88,4;-0,154;48648;0;0;0;0;0;1352;0,9;75
1;23;18;ti;-5,6;2,2;88,4;-0,154;48636;0;0;0;0;0;1352;0,9;75
1;23;19;ti;-5,6;2,3;92,4;0,095;48681;0;0;0;0;0;1352;0,9;75
1;23;20;ti;-5;2,3;88,2;0,701;47824;0;0;0;0;0;1352;0,9;75
1;23;21;ti;-4,4;2,4;87,9;1,556;46920;0;0;0;0;0;1352;0,9;75
1;23;22;ti;-4,4;2,4;87,9;1,556;46876;0;0;0;0;0;1352;0,9;75
1;23;23;ti;-5;2,3;88,2;0,701;47837;0;0;0;0;0;1352;0,9;75
1;23;24;ti;-5,6;2,2;88,4;-0,154;48876;0;0;0;0;0;1352;0,9;75
1;24;1;ke;-6,1;2;83,6;-1,157;49886;0;0;0;0;0;1352;0,9;75
1;24;2;ke;-7,2;1,9;86,5;-2,517;51821;0;0;0;0;0;1352;0,9;75
1;24;3;ke;-7,8;1,7;81,1;-3,62;52963;0;0;0;0;0;1352;0,9;75
1;24;4;ke;-7,8;1,7;81,1;-3,62;53125;0;0;0;0;0;1352;0,9;75
1;24;5;ke;-7,8;1,6;76,4;-3,868;53256;0;0;0;0;0;1352;0,9;75
1;24;6;ke;-7,2;1,6;72,9;-3,263;52461;0;0;0;0;0;1352;0,9;75
1;24;7;ke;-8,3;1,4;69,5;-4,87;54320;0;0;0;0;0;1352;0,9;75
1;24;8;ke;-10;1,3;73,9;-6,833;57336;0;0;0;0;0;1352;0,9;75
1;24;9;ke;-11,1;1,2;74,6;-8,19;59588;0;0;0;0;0;1352;0,9;75
1;24;10;ke;-12,2;1,1;74,8;-9,547;61804;0;0;0;0;0;1352;0,9;75
1;24;11;ke;-13,9;1;78,3;-11,508;65000;0;0;0;0;0;1352;0,9;75
1;24;12;ke;-15;0,8;68,7;-13,111;53088;0;0;0;0;0;792;0,6;50
1;24;13;ke;-15;0,9;77,2;-12,864;52939;0;0;0;0;0;792;0,6;50
1;24;14;ke;-14,4;0,9;73,4;-12,259;65940;0;0;0;0;0;1352;0,9;75
1;24;15;ke;-14,4;0,9;73,4;-12,259;66007;0;0;0;0;0;1352;0,9;75
1;24;16;ke;-14,4;0,9;73,4;-12,259;66903;0;0;0;0;0;1352;0,9;75
1;24;17;ke;-14,4;0,9;73,4;-12,259;67243;0;0;0;0;0;1352;0,9;75
1;24;18;ke;-15;0,9;77,2;-12,864;54391;0;0;0;0;0;792;0,6;50
1;24;19;ke;-17,8;0,7;76,3;-16,179;58216;0;0;0;0;0;792;0,6;50
1;24;20;ke;-20,6;0,5;69,6;-19,492;62276;0;0;0;0;0;792;0,6;50
1;24;21;ke;-22,8;0,4;67,8;-21,953;65643;0;0;0;0;0;792;0,6;50
1;24;22;ke;-22,8;0,4;67,8;-21,953;66481;0;0;0;0;0;792;0,6;50
1;24;23;ke;-22,2;0,4;64,2;-21,349;66473;0;0;0;0;0;792;0,6;50
1;24;24;ke;-21,7;0,5;76,7;-20,6;66220;0;0;0;0;0;792;0,6;50
1;25;1;to;-22,2;0,4;64,2;-21,349;67322;0;0;0;0;0;792;0,6;50
1;25;2;to;-22,2;0,4;64,2;-21,349;67850;0;0;0;0;0;792;0,6;50
